id,title,slug,image,video_url,video_path,video_file,description,ingredients,instructions,recipe_notes,tags,prep_time,cook_time,total_time,servings,difficulty,rating,rating_count,category,cuisine_type,dietary_restrictions,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,sugar_per_serving,sodium_per_serving,status,views,likes,author_id,featured,created_at,updated_at,uploaded_by_user_id,is_user_recipe,moderation_status,moderator_notes
46,"Buddha Bowl","buddha-bowl","images/buddha-bowl.jpg","","","","Colorful vegetarian bowl with quinoa and roasted vegetables","1/2 cup quinoa||1 cup kale massaged||1/2 cup roasted chickpeas||1/2 sweet potato roasted||1/4 avocado sliced||2 tablespoons tahini||1 tablespoon lemon juice||1 tablespoon olive oil||1 teaspoon maple syrup||Salt and pepper to taste","Cook quinoa according to package directions||Roast sweet potato cubes at 425°F for 25 minutes||Roast chickpeas at 400°F for 20 minutes||Massage kale with olive oil until softened||Make dressing by whisking tahini, lemon juice, and maple syrup||Divide quinoa between bowls||Arrange kale, sweet potato, and chickpeas in sections||Top with avocado slices||Drizzle with tahini dressing||Season with salt and pepper||Serve at room temperature","Prep components ahead for quick assembly","bowl,buddha,vegetarian,healthy","20 mins","25 mins","45 mins",2,"Medium",4.8,67,"lunch","Modern American","vegetarian,vegan,gluten-free",485,18.5,62.8,22.1,12.5,14.8,380.5,"published",623,189,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
47,"Cuban Sandwich","cuban-sandwich","images/cuban-sandwich.jpg","","","","Pressed sandwich with ham, pork, pickles, and Swiss cheese","4 crusty rolls||8 oz sliced ham||8 oz roasted pork||4 slices Swiss cheese||1/4 cup yellow mustard||12 dill pickle slices||2 tablespoons butter||Salt and pepper to taste","Slice rolls lengthwise||Spread mustard on both sides of rolls||Layer ham, pork, Swiss cheese, and pickles||Close sandwiches and butter outside||Heat panini press or heavy skillet||Press sandwiches until crispy and cheese melts||Cook 3-4 minutes per side if using skillet||Cut diagonally and serve hot","Use traditional Cuban bread if available, or substitute with crusty French bread","sandwich,cuban,ham,pressed","15 mins","10 mins","25 mins",4,"Medium",4.7,45,"lunch","Cuban","",585,35.2,38.5,32.8,2.8,4.5,1380.8,"published",445,123,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
48,"Gazpacho","gazpacho","images/gazpacho.jpg","","","","Chilled Spanish soup with fresh tomatoes and vegetables","6 large ripe tomatoes||1 cucumber peeled||1 red bell pepper||1/4 red onion||2 cloves garlic||1/4 cup olive oil||2 tablespoons sherry vinegar||1 slice day-old bread||Salt and pepper to taste||Fresh herbs for garnish","Roughly chop tomatoes, cucumber, bell pepper, and onion||Soak bread slice in water, then squeeze out excess||Combine all vegetables and bread in blender||Add garlic, olive oil, and sherry vinegar||Blend until smooth but still slightly chunky||Season with salt and pepper||Chill for at least 2 hours||Serve cold garnished with fresh herbs||Drizzle with extra olive oil if desired","Use the ripest tomatoes possible for best flavor","soup,gazpacho,cold,spanish","20 mins","0 mins","20 mins",4,"Easy",4.6,34,"lunch","Spanish","vegan,gluten-free",185,4.2,22.8,8.5,4.5,16.1,280.5,"published",298,78,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
49,"Vietnamese Banh Mi","vietnamese-banh-mi","images/banh-mi.jpg","","","","Vietnamese sandwich with pickled vegetables and cilantro","4 French baguette portions||8 oz grilled pork or chicken||1/2 cup pickled carrots and daikon||1/4 cup mayonnaise||1/4 cup fresh cilantro||2 jalapeños sliced||1 cucumber sliced||Soy sauce for drizzling","Slice baguette portions lengthwise||Spread mayonnaise on both sides||Layer grilled meat on bottom half||Add pickled vegetables and cucumber slices||Top with fresh cilantro and jalapeño slices||Drizzle lightly with soy sauce||Close sandwich and press lightly||Cut in half and serve immediately","Make pickled vegetables ahead of time for best flavor","sandwich,vietnamese,asian,fresh","15 mins","0 mins","15 mins",4,"Easy",4.8,56,"lunch","Vietnamese","",485,28.5,45.8,22.1,4.2,8.1,980.5,"published",523,145,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
50,"Minestrone Soup","minestrone-soup","images/minestrone.jpg","","","","Hearty Italian vegetable soup with beans and pasta","1 can diced tomatoes||1 can kidney beans||1 cup small pasta||2 carrots diced||2 celery stalks diced||1 onion diced||4 cups vegetable broth||2 tablespoons olive oil||2 cloves garlic minced||1 teaspoon dried oregano||Fresh basil for garnish","Heat olive oil in large pot||Sauté onion, carrots, and celery until softened||Add garlic and oregano, cook 1 minute||Add diced tomatoes and vegetable broth||Bring to boil, add pasta||Cook pasta according to package directions||Add kidney beans in last 5 minutes||Season with salt and pepper||Serve hot garnished with fresh basil||Drizzle with extra olive oil","This soup tastes even better the next day","soup,minestrone,italian,vegetarian","15 mins","25 mins","40 mins",6,"Medium",4.7,67,"lunch","Italian","vegetarian,vegan",285,12.8,48.5,6.8,8.2,12.1,680.5,"published",445,134,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
51,"Fish Tacos","fish-tacos","images/fish-tacos.jpg","","","","Fresh fish tacos with cabbage slaw and lime crema","1 lb white fish fillets||8 corn tortillas||2 cups cabbage slaw||1/4 cup sour cream||2 limes juiced||1 tablespoon olive oil||1 teaspoon cumin||1 teaspoon chili powder||1/4 cup fresh cilantro||Salt and pepper to taste","Season fish with cumin, chili powder, salt, and pepper||Heat olive oil in skillet over medium-high heat||Cook fish 3-4 minutes per side until flaky||Break fish into bite-sized pieces||Mix sour cream with lime juice for crema||Warm tortillas in dry skillet||Fill tortillas with fish and cabbage slaw||Drizzle with lime crema||Garnish with fresh cilantro||Serve with lime wedges","Use firm white fish like cod or mahi-mahi","tacos,fish,mexican,fresh","15 mins","10 mins","25 mins",4,"Easy",4.8,78,"lunch","Mexican","gluten-free",320,25.8,28.5,14.2,4.5,4.5,580.5,"published",567,167,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
52,"Pulled Pork Sandwich","pulled-pork-sandwich","images/pulled-pork.jpg","","","","Slow-cooked pulled pork with BBQ sauce on brioche buns","4 brioche buns||1 lb cooked pulled pork||1/2 cup BBQ sauce||1 cup coleslaw||2 tablespoons apple cider vinegar||1 tablespoon brown sugar||Salt and pepper to taste||Pickle spears for serving","Heat pulled pork with BBQ sauce in saucepan||Mix coleslaw with vinegar and brown sugar||Season slaw with salt and pepper||Toast brioche buns lightly||Pile pulled pork on bottom buns||Top with coleslaw||Cover with top buns||Serve with pickle spears on the side","Use leftover slow-cooked pork or buy pre-made from deli","sandwich,pulled-pork,bbq,comfort","10 mins","10 mins","20 mins",4,"Easy",4.7,89,"lunch","American","",585,32.8,45.8,28.8,3.2,12.1,1180.8,"published",623,178,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
53,"Greek Orzo Salad","greek-orzo-salad","images/orzo-salad.jpg","","","","Mediterranean orzo pasta salad with feta and olives","2 cups orzo pasta||1/2 cup crumbled feta||1/2 cup Kalamata olives||1 cup cherry tomatoes halved||1/4 cup red onion diced||1/4 cup olive oil||2 tablespoons lemon juice||1 teaspoon dried oregano||Fresh dill for garnish","Cook orzo according to package directions||Drain and rinse with cold water||Halve cherry tomatoes and dice red onion||Pit and halve olives||Whisk together olive oil, lemon juice, and oregano||Combine orzo with vegetables and olives||Toss with dressing until well coated||Add crumbled feta and gently fold in||Garnish with fresh dill||Chill before serving","This salad improves with time - make ahead if possible","salad,orzo,greek,mediterranean","15 mins","12 mins","27 mins",6,"Easy",4.6,45,"lunch","Greek","vegetarian",385,14.8,52.8,14.2,3.2,6.2,680.5,"published",398,112,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
54,"Turkey Meatball Sub","turkey-meatball-sub","images/meatball-sub.jpg","","","","Healthy turkey meatballs in marinara on a sub roll","1 lb ground turkey||4 sub rolls||2 cups marinara sauce||1/2 cup breadcrumbs||1 egg||1/4 cup Parmesan grated||1 cup mozzarella shredded||2 tablespoons olive oil||2 cloves garlic minced","Mix ground turkey, breadcrumbs, egg, and Parmesan||Form into 20 small meatballs||Heat olive oil in large skillet||Brown meatballs on all sides||Add marinara sauce and simmer 15 minutes||Slice sub rolls lengthwise||Fill with meatballs and sauce||Top with mozzarella cheese||Broil 2-3 minutes until cheese melts||Serve hot","Bake meatballs at 400°F for 20 minutes as an alternative","sandwich,meatball,turkey,italian","20 mins","20 mins","40 mins",4,"Medium",4.7,56,"lunch","Italian","",585,38.5,48.5,24.2,4.2,8.1,1280.8,"published",523,145,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
55,"Chicken Salad Wrap","chicken-salad-wrap","images/chicken-salad-wrap.jpg","","","","Creamy chicken salad with grapes in a spinach tortilla","2 cups cooked chicken diced||4 spinach tortillas||1/2 cup red grapes halved||1/4 cup celery diced||1/4 cup mayonnaise||2 tablespoons Greek yogurt||1/4 cup toasted almonds||2 tablespoons fresh tarragon||Salt and pepper to taste","Dice cooked chicken into small pieces||Halve grapes and dice celery||Mix mayonnaise with Greek yogurt||Combine chicken, grapes, celery, and almonds||Add dressing and fresh tarragon||Season with salt and pepper||Divide mixture among tortillas||Roll tightly, tucking in sides||Cut in half diagonally||Serve immediately or wrap for later","Use rotisserie chicken for convenience","wrap,chicken-salad,grapes,protein","15 mins","0 mins","15 mins",4,"Easy",4.6,34,"lunch","American","",485,28.5,32.8,28.8,3.2,12.1,680.5,"published",334,89,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
56,"Pho Bo","pho-bo","images/pho-bo.jpg","","","","Vietnamese beef noodle soup with aromatic broth","8 oz rice noodles||1/2 lb thinly sliced beef||4 cups beef broth||1 onion sliced||2 star anise||1 cinnamon stick||1 tablespoon fish sauce||Bean sprouts for garnish||Fresh herbs for garnish||Lime wedges for serving","Simmer beef broth with onion, star anise, and cinnamon||Add fish sauce and simmer 20 minutes||Cook rice noodles according to package directions||Strain broth and return to pot||Place noodles in bowls||Top with raw beef slices||Ladle hot broth over beef to cook it||Garnish with bean sprouts and fresh herbs||Serve with lime wedges and hoisin sauce","The hot broth will cook the thinly sliced raw beef","soup,pho,vietnamese,beef","15 mins","25 mins","40 mins",4,"Medium",4.9,78,"lunch","Vietnamese","gluten-free",385,25.8,48.5,8.5,3.2,4.5,1180.8,"published",567,189,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
57,"Stuffed Portobello Mushrooms","stuffed-portobello","images/stuffed-portobello.jpg","","","","Large portobello caps stuffed with cheese and vegetables","4 large portobello mushroom caps||1 cup spinach wilted||1/2 cup ricotta cheese||1/4 cup mozzarella shredded||1/4 cup sun-dried tomatoes chopped||2 tablespoons olive oil||2 cloves garlic minced||1/4 cup Parmesan grated||Salt and pepper to taste","Remove stems from mushroom caps||Brush caps with olive oil and season||Sauté garlic until fragrant||Wilt spinach and mix with ricotta||Add sun-dried tomatoes to mixture||Fill mushroom caps with spinach mixture||Top with mozzarella and Parmesan||Bake at 375°F for 20 minutes||Serve hot as main dish","Choose firm, large portobello caps for best results","mushroom,stuffed,vegetarian,low-carb","15 mins","20 mins","35 mins",4,"Medium",4.7,45,"lunch","Italian","vegetarian,gluten-free",285,16.8,12.8,20.8,4.5,6.2,580.5,"published",389,112,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
58,"Chicken Shawarma Wrap","chicken-shawarma-wrap","images/shawarma-wrap.jpg","","","","Middle Eastern spiced chicken in pita with tahini sauce","1 lb chicken thighs||4 pita breads||1/4 cup tahini||2 tablespoons lemon juice||1 teaspoon cumin||1 teaspoon paprika||1/2 teaspoon turmeric||1 cucumber diced||1 tomato diced||Red onion sliced||Fresh parsley chopped","Season chicken with cumin, paprika, turmeric, salt, and pepper||Grill or pan-fry chicken until cooked through||Let rest, then slice thinly||Mix tahini with lemon juice and water to make sauce||Warm pita breads||Fill with sliced chicken||Add diced cucumber, tomato, and onion||Drizzle with tahini sauce||Garnish with fresh parsley||Roll and serve immediately","Marinate chicken for 30 minutes for best flavor","wrap,shawarma,middle-eastern,chicken","20 mins","15 mins","35 mins",4,"Medium",4.8,67,"lunch","Middle Eastern","",485,32.8,38.5,22.1,4.2,6.2,780.5,"published",523,156,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
59,"Waldorf Salad","waldorf-salad","images/waldorf-salad.jpg","","","","Classic American salad with apples, celery, and walnuts","2 apples cored and diced||2 celery stalks diced||1/2 cup walnuts chopped||1/2 cup red grapes halved||1/4 cup mayonnaise||2 tablespoons Greek yogurt||1 tablespoon lemon juice||4 cups mixed greens||Salt and pepper to taste","Dice apples and toss with lemon juice||Dice celery and halve grapes||Chop walnuts coarsely||Mix mayonnaise with Greek yogurt||Combine apples, celery, grapes, and walnuts||Toss with dressing||Season with salt and pepper||Serve over mixed greens||Garnish with extra walnuts if desired","Use crisp apples like Honeycrisp or Granny Smith","salad,waldorf,apples,classic","15 mins","0 mins","15 mins",4,"Easy",4.5,34,"lunch","American","vegetarian",320,8.5,28.5,22.1,4.5,18.1,380.5,"published",298,78,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
60,"Chimichurri Steak Salad","chimichurri-steak-salad","images/steak-salad.jpg","","","","Grilled steak over greens with fresh chimichurri sauce","1 lb flank steak||6 cups mixed greens||1/2 cup fresh parsley||1/4 cup cilantro||2 cloves garlic||1/4 cup olive oil||2 tablespoons red wine vinegar||1 red bell pepper sliced||1/4 red onion sliced||Salt and pepper to taste","Season steak with salt and pepper||Grill steak 4-5 minutes per side for medium-rare||Let rest 10 minutes, then slice against grain||Make chimichurri by blending herbs, garlic, oil, and vinegar||Season chimichurri with salt and pepper||Arrange mixed greens on plates||Top with sliced steak||Add bell pepper and onion||Drizzle with chimichurri sauce||Serve immediately","Let steak rest before slicing for juiciest results","salad,steak,chimichurri,protein","20 mins","10 mins","30 mins",4,"Medium",4.8,56,"lunch","Argentinian","gluten-free",485,35.2,12.8,32.8,4.5,6.2,580.5,"published",567,167,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
61,"Korean Bibimbap","korean-bibimbap","images/bibimbap.jpg","","","","Korean rice bowl with vegetables and gochujang sauce","2 cups cooked rice||1 cup spinach||1 cup bean sprouts||1 carrot julienned||1 zucchini julienned||4 shiitake mushrooms sliced||4 eggs||2 tablespoons gochujang||1 tablespoon sesame oil||2 tablespoons vegetable oil||2 cloves garlic minced","Cook rice and keep warm||Blanch spinach and bean sprouts separately||Sauté each vegetable with garlic and sesame oil||Season each with salt and pepper||Fry eggs sunny-side up||Divide rice among bowls||Arrange vegetables in sections on rice||Top each bowl with fried egg||Serve with gochujang on the side||Mix everything together before eating","Prepare vegetables ahead for quick assembly","bowl,korean,bibimbap,vegetarian","25 mins","20 mins","45 mins",4,"Medium",4.7,45,"lunch","Korean","vegetarian,gluten-free",485,18.5,62.8,18.5,6.2,8.1,680.5,"published",445,123,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
62,"Lobster Roll","lobster-roll","images/lobster-roll.jpg","","","","New England style lobster roll with mayo dressing","1 lb cooked lobster meat||4 hot dog buns||1/4 cup mayonnaise||1 tablespoon lemon juice||1 celery stalk diced||2 tablespoons chives chopped||2 tablespoons butter||Salt and pepper to taste||Lettuce leaves for serving","Pick through lobster meat to remove shells||Chop lobster into bite-sized pieces||Mix mayonnaise with lemon juice||Add diced celery and chives||Fold in lobster meat gently||Season with salt and pepper||Butter and toast hot dog buns||Line buns with lettuce leaves||Fill with lobster salad||Serve immediately with potato chips","Use fresh lobster meat for best flavor and texture","sandwich,lobster,seafood,new-england","15 mins","5 mins","20 mins",4,"Easy",4.9,67,"lunch","New England","",585,32.8,28.5,38.5,2.8,3.8,980.5,"published",623,189,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
63,"Panang Curry","panang-curry","images/panang-curry.jpg","","","","Thai curry with rich peanut flavor and tender chicken","1 lb chicken thighs cubed||1 can coconut milk||2 tablespoons panang curry paste||1 red bell pepper sliced||1 tablespoon fish sauce||1 tablespoon brown sugar||1/4 cup peanuts crushed||Thai basil for garnish||Jasmine rice for serving","Heat 1/4 cup coconut milk in pan||Fry curry paste until fragrant||Add chicken and cook until browned||Add remaining coconut milk||Add bell pepper, fish sauce, and brown sugar||Simmer 15 minutes until chicken is tender||Stir in crushed peanuts||Garnish with Thai basil||Serve over jasmine rice","Adjust spice level by varying curry paste amount","curry,thai,chicken,spicy","15 mins","20 mins","35 mins",4,"Medium",4.8,78,"lunch","Thai","gluten-free",485,28.5,18.2,38.5,4.5,12.1,880.5,"published",567,178,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
64,"Antipasto Salad","antipasto-salad","images/antipasto-salad.jpg","","","","Italian appetizer salad with cured meats and cheese","4 cups mixed greens||4 oz salami sliced||4 oz prosciutto||1/2 cup mozzarella balls||1/2 cup cherry tomatoes||1/4 cup Kalamata olives||1/4 cup roasted red peppers||2 tablespoons balsamic vinegar||1/4 cup olive oil||1 teaspoon dried oregano","Arrange mixed greens on large platter||Roll salami and prosciutto slices||Halve cherry tomatoes||Arrange meats, cheese, tomatoes, and olives on greens||Add roasted red peppers||Whisk together olive oil, vinegar, and oregano||Drizzle dressing over salad||Season with salt and pepper||Serve with crusty bread","Use high-quality Italian meats and cheese for best flavor","salad,antipasto,italian,charcuterie","15 mins","0 mins","15 mins",4,"Easy",4.7,45,"lunch","Italian","gluten-free",485,25.8,12.8,38.5,4.2,6.2,1180.8,"published",445,134,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
65,"Chicken Tikka Masala","chicken-tikka-masala","images/tikka-masala.jpg","","","","Creamy Indian curry with spiced chicken in tomato sauce","1 lb chicken breast cubed||1 can diced tomatoes||1/2 cup heavy cream||1 onion diced||3 cloves garlic minced||1 tablespoon ginger grated||2 teaspoons garam masala||1 teaspoon cumin||1 teaspoon paprika||2 tablespoons vegetable oil||Basmati rice for serving","Season chicken with salt, pepper, and half the spices||Heat oil in large pan and brown chicken||Remove chicken and sauté onion until soft||Add garlic, ginger, and remaining spices||Cook 1 minute until fragrant||Add diced tomatoes and simmer 10 minutes||Return chicken to pan||Stir in cream and simmer until heated through||Serve over basmati rice||Garnish with fresh cilantro","Marinate chicken for 30 minutes for deeper flavor","curry,indian,chicken,creamy","20 mins","25 mins","45 mins",4,"Medium",4.8,89,"lunch","Indian","gluten-free",485,32.8,22.8,28.8,4.2,12.1,780.5,"published",623,189,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
